material,site,direction,bond_length_A,fft_spacing_A,r_peak_A,h_peak,M
BDA,1,3,3.18492557696706,0.116198815778715,0.901868265319471,0.476335369308026,0.429591753228139
BDA,1,4,3.1851428171641,0.116198815778715,0.901817656245652,0.476455735934934,0.42967619508564
BDA,1,5,3.19896990370203,0.116198815778715,0.903047886667149,0.476351004556525,0.430167767976543
BDA,1,6,3.19995441365187,0.116198815778715,0.903081005721213,0.476273907209713,0.430113919121719
BDA,2,1,3.17615624257754,0.116198815778715,0.901564480656297,0.477802343380088,0.430769621565831
BDA,2,2,3.17730785847065,0.116198815778715,0.901653033274382,0.47783625678893,0.430842510342215
BDA,2,3,3.17862582446459,0.116198815778715,0.899887340714052,0.479250460268988,0.431271422227445
BDA,2,4,3.17904091623153,0.116198815778715,0.899889403663466,0.479302170925288,0.431318944768562
BDA,2,5,3.19417185218264,0.116198815778715,0.902212644200699,0.476121749656793,0.429563062719318
BDA,2,6,3.19479685731722,0.116198815778715,0.902218033565332,0.476077258036337,0.429525487570719
OBE,1,1,3.08733464494691,0.117026952819268,0.896206875039559,0.458098154115113,0.410550715160895
OBE,1,2,3.09560888020602,0.117026952819268,0.894215250008497,0.468042534318746,0.418530771840448
OBE,1,3,3.15692725332169,0.117026952819268,0.900203347044825,0.469146458394249,0.422327212100729
OBE,1,4,3.19576516600238,0.117026952819268,0.903235310333743,0.479418879783648,0.433028060661238
OBE,1,5,3.19978963969207,0.117026952819268,0.90131565201409,0.488320724937397,0.440131112588944
OBE,1,6,3.29524748171866,0.117026952819268,0.911544614382479,0.494347892751013,0.450620159268513
OBE,2,1,3.08736624764468,0.117026952819268,0.896205647375778,0.458096193576858,0.410548395724928
OBE,2,2,3.095664845937,0.117026952819268,0.894213320807355,0.468029512050694,0.418518224206697
OBE,2,3,3.15696102957408,0.117026952819268,0.900206832594658,0.469149646358062,0.422331717160895
OBE,2,4,3.19581146922248,0.117026952819268,0.903236727897924,0.479416982162521,0.433027026267173
OBE,2,5,3.19993985003663,0.117026952819268,0.901323621462949,0.488321818452778,0.440135989847231
OBE,2,6,3.29524871205863,0.117026952819268,0.911545527132219,0.49434637349032,0.450619225609134
OBE,3,1,3.08739330717632,0.117026952819268,0.896208576598697,0.458102059429816,0.410554994618527
OBE,3,2,3.09565211692885,0.117026952819268,0.894221388460093,0.468038164260507,0.418529737097343
OBE,3,3,3.1568970785652,0.117026952819268,0.900200602454071,0.469156561289367,0.422335019117969
OBE,3,4,3.19568800536142,0.117026952819268,0.903232269753294,0.479417535758508,0.433025388982688
OBE,3,5,3.19988595250166,0.117026952819268,0.901313065243268,0.488320953535722,0.440130055453797
OBE,3,6,3.2952456588069,0.117026952819268,0.911537236575022,0.494336511321348,0.450606137467999
