candidate_key,required_modules,object_type,local_expression,local_operation,source_primitives,within_reducer,across_reducer,unit,outer_transform,numeric_family_id,is_family_representative,feature_id,grid_dependent,max_grid_spread_pct_of_full_range,grid_stable
outer=inv|sn_i_bond|r|within=normalized_range|across=median,A,sn_i_bond,r,identity,r,normalized_range,median,1,inv,578768d73042,True,f025295,True,0.0923409759072165,True
outer=sq|sn_i_bond|r|within=normalized_range|across=max,A,sn_i_bond,r,identity,r,normalized_range,max,1,sq,e21b8fa04194,True,f025296,True,1.43792645125714,True
outer=sqrt|sn_i_bond|r|within=normalized_range|across=max,A,sn_i_bond,r,identity,r,normalized_range,max,1,sqrt,2a06facbf3d5,True,f025297,True,0.584667970167995,True
outer=inv|sn_i_bond|r|within=normalized_range|across=max,A,sn_i_bond,r,identity,r,normalized_range,max,1,inv,8d20d9f6ec84,True,f025298,True,0.0918909117043312,True
outer=sq|sn_i_bond|r|within=normalized_range|across=range,A,sn_i_bond,r,identity,r,normalized_range,range,1,sq,e1edbbaeaf24,True,f025299,True,4.38879928349692,True
outer=sqrt|sn_i_bond|r|within=normalized_range|across=range,A,sn_i_bond,r,identity,r,normalized_range,range,1,sqrt,b2559c1b66ae,True,f025300,True,3.11383727105287,True
outer=sq|sn_i_bond|r|within=normalized_range|across=site_cv,A,sn_i_bond,r,identity,r,normalized_range,site_cv,1,sq,6cfb402a05d9,True,f025301,True,1.0420698575955,True
outer=sqrt|sn_i_bond|r|within=normalized_range|across=site_cv,A,sn_i_bond,r,identity,r,normalized_range,site_cv,1,sqrt,936bc2276ec1,True,f025302,True,2.47254793308389,True
outer=sqrt|sn_i_bond|r|within=iqr|across=site_cv,A,sn_i_bond,r,identity,r,iqr,site_cv,1,sqrt,07b9ae5d0df5,True,f025328,True,3.9832847164492,True
outer=sq|sn_i_bond|r|within=min|across=site_cv,A,sn_i_bond,r,identity,r,min,site_cv,1,sq,8b2d5ebd8ce8,True,f025338,True,4.81311009004885,True
outer=sqrt|sn_i_bond|r|within=max|across=site_cv,A,sn_i_bond,r,identity,r,max,site_cv,1,sqrt,05bf9f9e9171,True,f025350,True,4.20554311705843,True
outer=sq|sn_i_bond|r|within=top2_deviation|across=site_cv,A,sn_i_bond,r,identity,r,top2_deviation,site_cv,1,sq,1bafcd8ba213,True,f025362,True,0.191672699228188,True
outer=sq|sn_i_bond|inv(r)|within=sd|across=site_cv,A,sn_i_bond,inv(r),inv,r,sd,site_cv,1,sq,0da24b53bda3,True,f025388,True,0.248004330605816,True
outer=sqrt|sn_i_bond|inv(r)|within=sd|across=site_cv,A,sn_i_bond,inv(r),inv,r,sd,site_cv,1,sqrt,244dc59adba1,True,f025389,True,3.03611251969744,True
outer=sq|sn_i_bond|inv(r)|within=cv|across=mean,A,sn_i_bond,inv(r),inv,r,cv,mean,1,sq,d16073a91ded,True,f025390,True,4.19317817573089,True
outer=sqrt|sn_i_bond|inv(r)|within=cv|across=mean,A,sn_i_bond,inv(r),inv,r,cv,mean,1,sqrt,843ac2905e8a,True,f025391,True,1.35968297024128,True
outer=inv|sn_i_bond|inv(r)|within=cv|across=mean,A,sn_i_bond,inv(r),inv,r,cv,mean,1,inv,5013b8ac5ad5,True,f025392,True,0.108193705269125,True
outer=sq|sn_i_bond|inv(r)|within=cv|across=median,A,sn_i_bond,inv(r),inv,r,cv,median,1,sq,0f559949b8c2,True,f025393,True,4.17597467163481,True
outer=sqrt|sn_i_bond|inv(r)|within=cv|across=median,A,sn_i_bond,inv(r),inv,r,cv,median,1,sqrt,d8da8b638bc8,True,f025394,True,1.35396545102999,True
outer=inv|sn_i_bond|inv(r)|within=cv|across=median,A,sn_i_bond,inv(r),inv,r,cv,median,1,inv,ab28e59716c1,True,f025395,True,0.10771315702044,True
outer=sq|sn_i_bond|inv(r)|within=cv|across=max,A,sn_i_bond,inv(r),inv,r,cv,max,1,sq,d1809582eee4,True,f025396,True,3.1192231789521,True
outer=sqrt|sn_i_bond|inv(r)|within=cv|across=max,A,sn_i_bond,inv(r),inv,r,cv,max,1,sqrt,63f055a4ec00,True,f025397,True,1.02139630302359,True
outer=inv|sn_i_bond|inv(r)|within=cv|across=max,A,sn_i_bond,inv(r),inv,r,cv,max,1,inv,c6b08759d498,True,f025398,True,0.100387426409385,True
outer=sq|sn_i_bond|inv(r)|within=cv|across=range,A,sn_i_bond,inv(r),inv,r,cv,range,1,sq,eaa2e6e1e15e,True,f025399,True,1.40785386195257,True
outer=sqrt|sn_i_bond|inv(r)|within=cv|across=range,A,sn_i_bond,inv(r),inv,r,cv,range,1,sqrt,dce3bb98b308,True,f025400,True,4.40434854391523,True
outer=sq|sn_i_bond|inv(r)|within=cv|across=site_cv,A,sn_i_bond,inv(r),inv,r,cv,site_cv,1,sq,4d7cc87e1f5b,True,f025401,True,0.247084535571912,True
outer=sqrt|sn_i_bond|inv(r)|within=cv|across=site_cv,A,sn_i_bond,inv(r),inv,r,cv,site_cv,1,sqrt,e101f1de6ac9,True,f025402,True,3.03339742119584,True
outer=sq|sn_i_bond|inv(r)|within=normalized_range|across=mean,A,sn_i_bond,inv(r),inv,r,normalized_range,mean,1,sq,1e6d3c44a28b,True,f025403,True,3.1304708826407,True
outer=sqrt|sn_i_bond|inv(r)|within=normalized_range|across=mean,A,sn_i_bond,inv(r),inv,r,normalized_range,mean,1,sqrt,7bf18a32dedc,True,f025404,True,0.961408411185705,True
outer=inv|sn_i_bond|inv(r)|within=normalized_range|across=mean,A,sn_i_bond,inv(r),inv,r,normalized_range,mean,1,inv,0811c204f2f3,True,f025405,True,0.0915940297127633,True
outer=sq|sn_i_bond|inv(r)|within=normalized_range|across=median,A,sn_i_bond,inv(r),inv,r,normalized_range,median,1,sq,d544cdb3db0b,True,f025406,True,3.2953870171777,True
outer=sqrt|sn_i_bond|inv(r)|within=normalized_range|across=median,A,sn_i_bond,inv(r),inv,r,normalized_range,median,1,sqrt,75e61fbb2f67,True,f025407,True,1.01153542041825,True
outer=inv|sn_i_bond|inv(r)|within=normalized_range|across=median,A,sn_i_bond,inv(r),inv,r,normalized_range,median,1,inv,3924d9634add,True,f025408,True,0.0915967263909965,True
outer=sq|sn_i_bond|inv(r)|within=normalized_range|across=max,A,sn_i_bond,inv(r),inv,r,normalized_range,max,1,sq,dd1ca0ffc2ad,True,f025409,True,1.46085729405193,True
outer=sqrt|sn_i_bond|inv(r)|within=normalized_range|across=max,A,sn_i_bond,inv(r),inv,r,normalized_range,max,1,sqrt,fc4b93754103,True,f025410,True,0.578784356304474,True
outer=inv|sn_i_bond|inv(r)|within=normalized_range|across=max,A,sn_i_bond,inv(r),inv,r,normalized_range,max,1,inv,44c3e695d34d,True,f025411,True,0.0911559409760791,True
outer=sq|sn_i_bond|inv(r)|within=normalized_range|across=range,A,sn_i_bond,inv(r),inv,r,normalized_range,range,1,sq,d737193eff21,True,f025412,True,4.08684116727652,True
outer=sqrt|sn_i_bond|inv(r)|within=normalized_range|across=range,A,sn_i_bond,inv(r),inv,r,normalized_range,range,1,sqrt,0d315b2513ef,True,f025413,True,3.10236028747296,True
outer=sq|sn_i_bond|inv(r)|within=normalized_range|across=site_cv,A,sn_i_bond,inv(r),inv,r,normalized_range,site_cv,1,sq,58985ea744a2,True,f025414,True,0.994155139718199,True
outer=sqrt|sn_i_bond|inv(r)|within=normalized_range|across=site_cv,A,sn_i_bond,inv(r),inv,r,normalized_range,site_cv,1,sqrt,531a1785df9a,True,f025415,True,2.47206144745245,True
outer=sqrt|sn_i_bond|inv(r)|within=iqr|across=site_cv,A,sn_i_bond,inv(r),inv,r,iqr,site_cv,1,sqrt,a3311a38ae3e,True,f025441,True,4.14258059994451,True
outer=sqrt|sn_i_bond|inv(r)|within=min|across=site_cv,A,sn_i_bond,inv(r),inv,r,min,site_cv,1,sqrt,1eb7c8fc0132,True,f025454,True,4.20571067238283,True
outer=sq|sn_i_bond|inv(r)|within=max|across=site_cv,A,sn_i_bond,inv(r),inv,r,max,site_cv,1,sq,7dca536b0da4,True,f025466,True,4.81298626571844,True
outer=sq|sn_i_bond|inv(r)|within=top2_deviation|across=site_cv,A,sn_i_bond,inv(r),inv,r,top2_deviation,site_cv,1,sq,368e73a4294e,True,f025479,True,0.178167917843328,True
outer=sq|sn_i_bond|sq(r)|within=sd|across=site_cv,A,sn_i_bond,sq(r),sq,r,sd,site_cv,1,sq,aeb6a138aa40,True,f025505,True,0.266963466431283,True
outer=sqrt|sn_i_bond|sq(r)|within=sd|across=site_cv,A,sn_i_bond,sq(r),sq,r,sd,site_cv,1,sqrt,fe67d99b5c1b,True,f025506,True,3.05849631114494,True
outer=sq|sn_i_bond|sq(r)|within=cv|across=mean,A,sn_i_bond,sq(r),sq,r,cv,mean,1,sq,cb226b561eff,True,f025507,True,4.15536538314551,True
outer=sqrt|sn_i_bond|sq(r)|within=cv|across=mean,A,sn_i_bond,sq(r),sq,r,cv,mean,1,sqrt,5c9bd6941133,True,f025508,True,1.34755316056468,True
outer=inv|sn_i_bond|sq(r)|within=cv|across=mean,A,sn_i_bond,sq(r),sq,r,cv,mean,1,inv,212dc28f2be4,True,f025509,True,0.105810877574923,True
outer=sq|sn_i_bond|sq(r)|within=cv|across=median,A,sn_i_bond,sq(r),sq,r,cv,median,1,sq,f73dd33a94da,True,f025510,True,4.1429930902102,True
outer=sqrt|sn_i_bond|sq(r)|within=cv|across=median,A,sn_i_bond,sq(r),sq,r,cv,median,1,sqrt,8659b5bd0389,True,f025511,True,1.34254679436409,True
outer=inv|sn_i_bond|sq(r)|within=cv|across=median,A,sn_i_bond,sq(r),sq,r,cv,median,1,inv,fb1df067d073,True,f025512,True,0.105363726279379,True
outer=sq|sn_i_bond|sq(r)|within=cv|across=max,A,sn_i_bond,sq(r),sq,r,cv,max,1,sq,1c0e1283be91,True,f025513,True,2.96217190506349,True
outer=sqrt|sn_i_bond|sq(r)|within=cv|across=max,A,sn_i_bond,sq(r),sq,r,cv,max,1,sqrt,df0463e44468,True,f025514,True,0.980224672713709,True
outer=inv|sn_i_bond|sq(r)|within=cv|across=max,A,sn_i_bond,sq(r),sq,r,cv,max,1,inv,ca41cdb346b4,True,f025515,True,0.099551731321228,True
outer=sq|sn_i_bond|sq(r)|within=cv|across=range,A,sn_i_bond,sq(r),sq,r,cv,range,1,sq,2d2f7bb0dbbe,True,f025516,True,1.56304298407257,True
outer=sqrt|sn_i_bond|sq(r)|within=cv|across=range,A,sn_i_bond,sq(r),sq,r,cv,range,1,sqrt,4ab5af081e78,True,f025517,True,4.4694628329548,True
outer=sq|sn_i_bond|sq(r)|within=cv|across=site_cv,A,sn_i_bond,sq(r),sq,r,cv,site_cv,1,sq,eb276fed12c8,True,f025518,True,0.268495090916138,True
outer=sqrt|sn_i_bond|sq(r)|within=cv|across=site_cv,A,sn_i_bond,sq(r),sq,r,cv,site_cv,1,sqrt,dbb1e64c8ba2,True,f025519,True,3.06304152476725,True
outer=sq|sn_i_bond|sq(r)|within=normalized_range|across=mean,A,sn_i_bond,sq(r),sq,r,normalized_range,mean,1,sq,7ad5ba9f9990,True,f025520,True,2.98054634319126,True
outer=sqrt|sn_i_bond|sq(r)|within=normalized_range|across=mean,A,sn_i_bond,sq(r),sq,r,normalized_range,mean,1,sqrt,b04c4e8968d7,True,f025521,True,0.935759090412244,True
outer=inv|sn_i_bond|sq(r)|within=normalized_range|across=mean,A,sn_i_bond,sq(r),sq,r,normalized_range,mean,1,inv,5d352520e299,True,f025522,True,0.0927067978854775,True
outer=sq|sn_i_bond|sq(r)|within=normalized_range|across=median,A,sn_i_bond,sq(r),sq,r,normalized_range,median,1,sq,89eaf14abc91,True,f025523,True,3.13801074752303,True
outer=sqrt|sn_i_bond|sq(r)|within=normalized_range|across=median,A,sn_i_bond,sq(r),sq,r,normalized_range,median,1,sqrt,570e78de7923,True,f025524,True,0.961833943751945,True
outer=inv|sn_i_bond|sq(r)|within=normalized_range|across=median,A,sn_i_bond,sq(r),sq,r,normalized_range,median,1,inv,a7f666f41485,True,f025525,True,0.0927093624869884,True
outer=sq|sn_i_bond|sq(r)|within=normalized_range|across=max,A,sn_i_bond,sq(r),sq,r,normalized_range,max,1,sq,101ef913cab1,True,f025526,True,1.42619613390165,True
outer=sqrt|sn_i_bond|sq(r)|within=normalized_range|across=max,A,sn_i_bond,sq(r),sq,r,normalized_range,max,1,sqrt,68667253ba4f,True,f025527,True,0.587579161025033,True
outer=inv|sn_i_bond|sq(r)|within=normalized_range|across=max,A,sn_i_bond,sq(r),sq,r,normalized_range,max,1,inv,cc6a7a1722e8,True,f025528,True,0.0922546054732903,True
outer=sq|sn_i_bond|sq(r)|within=normalized_range|across=range,A,sn_i_bond,sq(r),sq,r,normalized_range,range,1,sq,f7931cd11e2f,True,f025529,True,4.54602728240796,True
outer=sqrt|sn_i_bond|sq(r)|within=normalized_range|across=range,A,sn_i_bond,sq(r),sq,r,normalized_range,range,1,sqrt,24cc4cee103c,True,f025530,True,3.11924983309875,True
outer=sq|sn_i_bond|sq(r)|within=normalized_range|across=site_cv,A,sn_i_bond,sq(r),sq,r,normalized_range,site_cv,1,sq,2cacbb447b58,True,f025531,True,1.06661803123741,True
outer=sqrt|sn_i_bond|sq(r)|within=normalized_range|across=site_cv,A,sn_i_bond,sq(r),sq,r,normalized_range,site_cv,1,sqrt,c5e08f8dcff1,True,f025532,True,2.47252926568095,True
outer=sqrt|sn_i_bond|sq(r)|within=iqr|across=site_cv,A,sn_i_bond,sq(r),sq,r,iqr,site_cv,1,sqrt,780be643aefc,True,f025558,True,3.9076049290367,True
outer=sq|sn_i_bond|sq(r)|within=min|across=site_cv,A,sn_i_bond,sq(r),sq,r,min,site_cv,1,sq,2b742a0c9cd3,True,f025569,True,4.81327197914697,True
outer=sqrt|sn_i_bond|sq(r)|within=max|across=site_cv,A,sn_i_bond,sq(r),sq,r,max,site_cv,1,sqrt,1446b49b2f97,True,f025582,True,4.20544635201275,True
outer=sq|sn_i_bond|sq(r)|within=top2_deviation|across=site_cv,A,sn_i_bond,sq(r),sq,r,top2_deviation,site_cv,1,sq,21d8713a52dc,True,f025594,True,0.198750378328007,True
outer=sq|sn_i_bond|sqrt(r)|within=sd|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,sd,site_cv,1,sq,1b100cb5f4d0,True,f025620,True,0.257229414573769,True
outer=sqrt|sn_i_bond|sqrt(r)|within=sd|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,sd,site_cv,1,sqrt,a5e1e89b091a,True,f025621,True,3.04773145863137,True
outer=sq|sn_i_bond|sqrt(r)|within=cv|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,cv,mean,1,sq,b66515635a35,True,f025622,True,4.18147829651185,True
outer=sqrt|sn_i_bond|sqrt(r)|within=cv|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,cv,mean,1,sqrt,b96452dd2689,True,f025623,True,1.3545688004079,True
outer=inv|sn_i_bond|sqrt(r)|within=cv|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,cv,mean,1,inv,4ec631ecd43f,True,f025624,True,0.107016887315409,True
outer=sq|sn_i_bond|sqrt(r)|within=cv|across=median,A,sn_i_bond,sqrt(r),sqrt,r,cv,median,1,sq,92a9189ae262,True,f025625,True,4.16550961787799,True
outer=sqrt|sn_i_bond|sqrt(r)|within=cv|across=median,A,sn_i_bond,sqrt(r),sqrt,r,cv,median,1,sqrt,3bfb34e572f8,True,f025626,True,1.34908571025679,True
outer=inv|sn_i_bond|sqrt(r)|within=cv|across=median,A,sn_i_bond,sqrt(r),sqrt,r,cv,median,1,inv,d86e2dd20529,True,f025627,True,0.106552510933133,True
outer=sq|sn_i_bond|sqrt(r)|within=cv|across=max,A,sn_i_bond,sqrt(r),sqrt,r,cv,max,1,sq,9daf01bbaa2f,True,f025628,True,3.04135552002423,True
outer=sqrt|sn_i_bond|sqrt(r)|within=cv|across=max,A,sn_i_bond,sqrt(r),sqrt,r,cv,max,1,sqrt,9df642cbeeb3,True,f025629,True,1.00105496635942,True
outer=inv|sn_i_bond|sqrt(r)|within=cv|across=max,A,sn_i_bond,sqrt(r),sqrt,r,cv,max,1,inv,e0b587129cae,True,f025630,True,0.0999734231874005,True
outer=sq|sn_i_bond|sqrt(r)|within=cv|across=range,A,sn_i_bond,sqrt(r),sqrt,r,cv,range,1,sq,a6995f931c3c,True,f025631,True,1.4842259188855,True
outer=sqrt|sn_i_bond|sqrt(r)|within=cv|across=range,A,sn_i_bond,sqrt(r),sqrt,r,cv,range,1,sqrt,1e79c94105a5,True,f025632,True,4.43817215656107,True
outer=sq|sn_i_bond|sqrt(r)|within=cv|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,cv,site_cv,1,sq,df845f0620bb,True,f025633,True,0.257652098091618,True
outer=sqrt|sn_i_bond|sqrt(r)|within=cv|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,cv,site_cv,1,sqrt,01c3770e00c3,True,f025634,True,3.048978951181,True
outer=sq|sn_i_bond|sqrt(r)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,mean,1,sq,9165d3e1c1b2,True,f025635,True,3.05458821511806,True
outer=sqrt|sn_i_bond|sqrt(r)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,mean,1,sqrt,b498d975ef2a,True,f025636,True,0.937409786272814,True
outer=inv|sn_i_bond|sqrt(r)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,mean,1,inv,b93cb6509015,True,f025637,True,0.0921532360949102,True
outer=sq|sn_i_bond|sqrt(r)|within=normalized_range|across=median,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,median,1,sq,eb13f8590624,True,f025638,True,3.21576056102862,True
outer=sqrt|sn_i_bond|sqrt(r)|within=normalized_range|across=median,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,median,1,sqrt,3f74153e5590,True,f025639,True,0.986374187348938,True
outer=inv|sn_i_bond|sqrt(r)|within=normalized_range|across=median,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,median,1,inv,d0bcdab03ef4,True,f025640,True,0.0921558664985969,True
outer=sq|sn_i_bond|sqrt(r)|within=normalized_range|across=max,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,max,1,sq,62a0d1a1c229,True,f025641,True,1.44372590383574,True
outer=sqrt|sn_i_bond|sqrt(r)|within=normalized_range|across=max,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,max,1,sqrt,9b3f0e4dd6c0,True,f025642,True,0.583204987047698,True
outer=inv|sn_i_bond|sqrt(r)|within=normalized_range|across=max,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,max,1,inv,b4caa9c665fd,True,f025643,True,0.0917081416485478,True
outer=sq|sn_i_bond|sqrt(r)|within=normalized_range|across=range,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,range,1,sq,e4f882e98aae,True,f025644,True,4.31174350636348,True
outer=sqrt|sn_i_bond|sqrt(r)|within=normalized_range|across=range,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,range,1,sqrt,339c38e4e841,True,f025645,True,3.11104838321761,True
outer=sq|sn_i_bond|sqrt(r)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,site_cv,1,sq,440a7df0d2e9,True,f025646,True,1.02994097058587,True
outer=sqrt|sn_i_bond|sqrt(r)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,site_cv,1,sqrt,198b079d2fad,True,f025647,True,2.47249122312323,True
outer=sqrt|sn_i_bond|sqrt(r)|within=iqr|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,iqr,site_cv,1,sqrt,1cfbb3117783,True,f025673,True,4.02208812392879,True
outer=sq|sn_i_bond|sqrt(r)|within=min|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,min,site_cv,1,sq,98943c974a0a,True,f025684,True,4.8130541401262,True
outer=sqrt|sn_i_bond|sqrt(r)|within=max|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,max,site_cv,1,sqrt,58d2411a7fb0,True,f025697,True,4.20558825223354,True
outer=sq|sn_i_bond|sqrt(r)|within=top2_deviation|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,top2_deviation,site_cv,1,sq,451158549eba,True,f025709,True,0.188215480960753,True
"outer=sq|sn_i_bond|mult(d,h)|within=sd|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,sd,site_cv,1,sq,f5074b6ff881,True,f042410,True,0.17866748596411,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=sd|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,sd,site_cv,1,sqrt,178202cd1641,True,f042411,True,1.53265325474533,True
"outer=sq|sn_i_bond|mult(d,h)|within=cv|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,mean,1,sq,dc52fd69d3d3,True,f042412,True,0.823447951494991,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=cv|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,mean,1,sqrt,963deeaf3c13,True,f042413,True,0.32861013029564,True
"outer=inv|sn_i_bond|mult(d,h)|within=cv|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,mean,1,inv,46500bea9509,True,f042414,True,0.0246836665784904,True
"outer=sq|sn_i_bond|mult(d,h)|within=cv|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,median,1,sq,4a999b159527,True,f042415,True,0.821530651031638,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=cv|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,median,1,sqrt,6e733b811d5b,True,f042416,True,0.328599530186014,True
"outer=inv|sn_i_bond|mult(d,h)|within=cv|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,median,1,inv,58e1c373adf5,True,f042417,True,0.0246836377247929,True
"outer=sq|sn_i_bond|mult(d,h)|within=cv|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,max,1,sq,b63538d8c263,True,f042418,True,1.98502508990947,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=cv|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,max,1,sqrt,22e96aaa8f7e,True,f042419,True,0.644033154266365,True
"outer=inv|sn_i_bond|mult(d,h)|within=cv|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,max,1,inv,adcd32746fae,True,f042420,True,0.0310058441883828,True
"outer=sq|sn_i_bond|mult(d,h)|within=cv|across=range",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,range,1,sq,e4b70268bbf4,True,f042421,True,0.974353332118491,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=cv|across=range",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,range,1,sqrt,5399f52ff541,True,f042422,True,2.47293870133888,True
"outer=sq|sn_i_bond|mult(d,h)|within=cv|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,site_cv,1,sq,a169e2b6d6c4,True,f042423,True,0.185427365578512,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=cv|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,site_cv,1,sqrt,984a1fc31206,True,f042424,True,1.57986939863095,True
"outer=sq|sn_i_bond|mult(d,h)|within=normalized_range|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,mean,1,sq,1c14f388bf26,True,f042425,True,1.36258363375923,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=normalized_range|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,mean,1,sqrt,2bd42ba7525d,True,f042426,True,0.893946184361552,True
"outer=inv|sn_i_bond|mult(d,h)|within=normalized_range|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,mean,1,inv,faf9956e5574,True,f042427,True,0.0610201715334849,True
"outer=sq|sn_i_bond|mult(d,h)|within=normalized_range|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,median,1,sq,ac8e842f765b,True,f042428,True,1.36233420411713,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=normalized_range|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,median,1,sqrt,a868eefdabf9,True,f042429,True,0.893899174503246,True
"outer=inv|sn_i_bond|mult(d,h)|within=normalized_range|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,median,1,inv,6a7f37a7bc45,True,f042430,True,0.0610200756400568,True
"outer=sq|sn_i_bond|mult(d,h)|within=normalized_range|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,max,1,sq,4a15410bc38a,True,f042431,True,1.07457002729949,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=normalized_range|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,max,1,sqrt,4c6647e15c6c,True,f042432,True,0.832976048537977,True
"outer=inv|sn_i_bond|mult(d,h)|within=normalized_range|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,max,1,inv,b2019e3ec188,True,f042433,True,0.0736329947259206,True
"outer=sq|sn_i_bond|mult(d,h)|within=normalized_range|across=range",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,range,1,sq,f932a54706b2,True,f042434,True,1.33845730032198,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=normalized_range|across=range",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,range,1,sqrt,f722b5a8a0c6,True,f042435,True,1.53422370688258,True
"outer=sq|sn_i_bond|mult(d,h)|within=normalized_range|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,site_cv,1,sq,061bae0b3136,True,f042436,True,0.387496756276313,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=normalized_range|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,site_cv,1,sqrt,8a9af7f29261,True,f042437,True,1.09812205746545,True
"outer=sq|sn_i_bond|mult(d,h)|within=mad|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,mad,site_cv,1,sq,d32f9c887d53,True,f042449,True,2.89628383775392,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=mad|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,mad,site_cv,1,sqrt,197e0d03257c,True,f042450,True,3.44179803629875,True
"outer=sq|sn_i_bond|mult(d,h)|within=iqr|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,iqr,site_cv,1,sq,51f68fe5280b,True,f042462,True,2.35084637038999,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=iqr|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,iqr,site_cv,1,sqrt,614f1b67f22f,True,f042463,True,2.37416738145945,True
"outer=sq|sn_i_bond|mult(d,h)|within=min|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,min,site_cv,1,sq,bf53cb7f7fd3,True,f042475,True,2.64675892999424,True
"outer=sqrt|sn_i_bond|mult(d,h)|within=min|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,min,site_cv,1,sqrt,444f7be084a9,True,f042476,True,3.35498780339498,True
